page_id,name,SPECIES,ALIGN,EYE,HAIR,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Secret Identity,Public Identity,No Dual Identity,Male Characters,Female Characters,Agender Characters,Genderfluid Characters
697137,Zius ,Earth-616),Neutral Characters,Brown Eyes,No Hair,Heterosexual Characters,Living Characters,3,43773,2004,1,0,0,1,0,0,0
17995,Richard Rennsalaer ,Earth-616),Bad Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,4,31656,1986,0,1,0,1,0,0,0
500961,Mani ,Earth-616),,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,,31017,1984,0,1,0,1,0,0,0
491258,Baru ,Earth-616),Good Characters,Green Eyes,Bald,Heterosexual Characters,Living Characters,1,34090,1993,0,0,1,1,0,0,0
476711,Bull in the China Shop ,Earth-616),Bad Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,15493,1942,1,0,0,1,0,0,0
409150,Peter Gyrich ,Piecemeal) ,Bad Characters,Red Eyes,Grey Hair,Heterosexual Characters,Living Characters,2,34029,1993,1,0,0,1,0,0,0
48375,Absynthe ,Earth-616),,Green Eyes,Black Hair,Heterosexual Characters,Living Characters,6,43531,2007,1,0,0,0,1,0,0
672600,Victor von Doom ,Heroes Reborn) ,Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,9,35370,1996,0,1,0,1,0,0,0
501061,Narvi ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,,32264,1988,0,1,0,1,0,0,0
16973,Singer ,Earth-616),Neutral Characters,Green Eyes,Brown Hair,Heterosexual Characters,Living Characters,3,34700,1995,1,0,0,0,1,0,0
9537,Jared Corbo ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,31,35612,1997,1,0,0,1,0,0,0
125013,Sorrow ,Earth-616),Good Characters,White Eyes,White Hair,Heterosexual Characters,Living Characters,5,35827,1998,1,0,0,0,1,0,0
352075,Zed ,Earth-616),Good Characters,Black Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,3,43742,2004,0,1,0,1,0,0,0
702881,David Walsh,,Bad Characters,Blue Eyes,White Hair,Heterosexual Characters,Living Characters,,43720,2012,0,1,0,1,0,0,0
495713,Faradei ,Earth-616),Neutral Characters,Brown Eyes,Brown Hair,Heterosexual Characters,,,32264,1988,0,1,0,1,0,0,0
642614,Hugh Taylor ,Earth-616),Bad Characters,Blue Eyes,No Hair,Heterosexual Characters,Deceased Characters,2,32629,1989,0,1,0,1,0,0,0
126084,Mahapralaya ,Earth-616),Bad Characters,Brown Eyes,Grey Hair,Heterosexual Characters,Deceased Characters,2,35886,1998,1,0,0,1,0,0,0
16383,Dean Boswell ,Earth-616),Good Characters,Blue Eyes,No Hair,Heterosexual Characters,Deceased Characters,4,43499,2003,1,0,0,1,0,0,0
705998,Ralph Ryder ,Earth-616),Bad Characters,Yellow Eyes,Purple Hair,Heterosexual Characters,Living Characters,1,25750,1970,0,1,0,1,0,0,0
37378,David Jenkins ,Earth-616),Neutral Characters,Blue Eyes,Purple Hair,Heterosexual Characters,Living Characters,1,43590,2005,1,0,0,1,0,0,0
25513,Elizabeth Bliss ,Earth-616),Bad Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,5,36404,1999,1,0,0,0,1,0,0
89818,Herr Kameleon ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,15036,1941,1,0,0,0,1,0,0
460860,Ismalda ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,33848,1992,0,1,0,0,1,0,0
55519,Johnathon White ,Earth-616),Neutral Characters,Grey Eyes,Brown Hair,Heterosexual Characters,Living Characters,,32264,1988,0,0,1,1,0,0,0
16293,Hunter Brawn ,Earth-616),Bad Characters,Blue Eyes,White Hair,Heterosexual Characters,Living Characters,2,36251,1999,1,0,0,1,0,0,0
321461,Oyakata ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,2,36130,1998,1,0,0,1,0,0,0
492775,Ratter ,Nazi) ,Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,16041,1943,0,1,0,1,0,0,0
554962,Pete Gehringer ,Earth-616),Neutral Characters,Yellow Eyes,No Hair,Heterosexual Characters,Living Characters,1,32264,1988,0,1,0,1,0,0,0
27556,Infinity Thrall ,Earth-616),Neutral Characters,Black Eyes,Blond Hair,Heterosexual Characters,Living Characters,2,33756,1992,0,1,0,0,1,0,0
19515,Mud-Thing ,Earth-616),Neutral Characters,White Eyes,Variable Hair,Heterosexual Characters,Living Characters,3,29738,1981,1,0,0,1,0,0,0
518067,Firebrand ,Amanda) ,Bad Characters,Grey Eyes,Red Hair,Heterosexual Characters,Living Characters,8,43567,2012,1,0,0,0,1,0,0
441178,Rattusk ,Earth-616),Bad Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,3,31413,1986,1,0,0,1,0,0,0
514648,Robert Bruce Banner ,Mandarin Robot) ,Bad Characters,Green Eyes,Green Hair,Heterosexual Characters,Living Characters,2,25204,1969,1,0,0,0,0,1,0
557954,Lava ,Earth-616),Neutral Characters,Yellow Eyes,No Hair,Heterosexual Characters,Living Characters,1,34335,1994,1,0,0,1,0,0,0
165741,Sl'gur't ,Earth-616),Bad Characters,White Eyes,Green Hair,Heterosexual Characters,Deceased Characters,,33420,1991,0,1,0,0,1,0,0
553707,Twist Staley ,Earth-616),Bad Characters,Brown Eyes,Purple Hair,Heterosexual Characters,Deceased Characters,1,19725,1954,1,0,0,1,0,0,0
442812,Sheila Mason ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,14916,1940,0,1,0,0,1,0,0
470233,Herr Horner ,Earth-616),Bad Characters,Black Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,15432,1942,0,1,0,1,0,0,0
342916,Tartaro ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,2,24869,1968,0,1,0,1,0,0,0
62582,"Louis Sadler, Sr. ",Earth-616),Good Characters,Brown Eyes,Grey Hair,Heterosexual Characters,Living Characters,5,33664,1992,1,0,0,1,0,0,0
501274,Grant Houston ,Earth-616),Bad Characters,Green Eyes,Black Hair,Heterosexual Characters,Living Characters,,31352,1985,1,0,0,1,0,0,0
14411,Shamrock ,SHE) ,Good Characters,Green Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,36861,2000,1,0,0,1,0,0,0
4070,Heike Zemo ,Earth-616),Bad Characters,Blue Eyes,Bald,Heterosexual Characters,Deceased Characters,8,33635,1992,1,0,0,0,1,0,0
622658,Feuille ,Earth-616),Bad Characters,Yellow Eyes,Black Hair,Heterosexual Characters,Living Characters,1,35796,1998,1,0,0,1,0,0,0
1505,Elektra Natchios ,Earth-616),Neutral Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,280,29587,1981,1,0,0,0,1,0,0
661718,Tarq Maru ,Earth-616),Good Characters,White Eyes,Bald,Heterosexual Characters,Living Characters,1,43652,2006,0,1,0,1,0,0,0
1478,Tamara Kurtz ,Earth-616),Neutral Characters,Yellow Eyeballs,Auburn Hair,Heterosexual Characters,Living Characters,23,33117,1990,1,0,0,0,1,0,0
244642,Nora Trask ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,1,23224,1963,1,0,0,0,1,0,0
470919,Noto ,Earth-616),Good Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,1,23346,1963,0,1,0,1,0,0,0
282523,Barnabus Mullen ,Earth-616),Good Characters,Blue Eyes,Bald,Heterosexual Characters,Living Characters,3,14611,1940,0,0,1,1,0,0,0
19586,Wild Rose ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,4,32203,1988,1,0,0,0,1,0,0
19505,Tim Harrison ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,3,30682,1984,0,1,0,1,0,0,0
142135,Judy Harmon ,Earth-616),Neutral Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,2,24959,1968,1,0,0,0,1,0,0
2399,Vega-Superior ,Earth-616),Bad Characters,Red Eyes,No Hair,Heterosexual Characters,Deceased Characters,1,33178,1990,1,0,0,1,0,0,0
509866,Artificial being ,Earth-616),Bad Characters,Yellow Eyes,No Hair,Heterosexual Characters,Living Characters,2,24351,1966,1,0,0,0,0,1,0
445684,Roudo ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Deceased Characters,1,14642,1940,0,1,0,1,0,0,0
503746,The Mercenary ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Deceased Characters,1,25628,1970,1,0,0,1,0,0,0
555925,Georgia Orr ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,,32264,1988,0,1,0,0,1,0,0
697759,Lubyev ,Earth-616),Bad Characters,Violet Eyes,Red Hair,Heterosexual Characters,Living Characters,3,43618,2002,1,0,0,0,1,0,0
1613,Samuel Wilson ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,512,25447,1969,0,1,0,1,0,0,0
42117,Laralei,,Good Characters,Blue Eyes,Blue Hair,Heterosexual Characters,Living Characters,,28338,1977,1,0,0,0,1,0,0
558170,Krush ,Inhuman) ,Neutral Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,34820,1995,0,1,0,1,0,0,0
67342,Oya ,Santerians) ,Good Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,4,43743,2005,1,0,0,0,1,0,0
408357,Dexter Rayne ,Earth-616),Bad Characters,Green Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,32660,1989,1,0,0,1,0,0,0
518137,Fencing Master ,Earth-616),Bad Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Living Characters,1,16893,1946,1,0,0,1,0,0,0
402724,Melinda Pressman ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,35643,1997,0,0,1,0,1,0,0
31525,Peter Quill ,Earth-616),Good Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,119,27760,1976,1,0,0,1,0,0,0
687374,Patch ,Wildkat Klub) ,Bad Characters,One Eye,Bald,Heterosexual Characters,Living Characters,4,43650,2004,0,1,0,1,0,0,0
435302,Starkad ,Earth-616),Good Characters,Yellow Eyes,Brown Hair,Heterosexual Characters,,2,31533,1986,0,1,0,0,1,0,0
471818,Barb ,Spikes) ,Bad Characters,Brown Eyes,No Hair,Heterosexual Characters,Living Characters,,43468,2003,1,0,0,1,0,0,0
556270,Reanimator ,Earth-616),Bad Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,2,36342,1999,0,1,0,1,0,0,0
709990,Sappers ,Hazards) ,Bad Characters,White Eyes,No Hair,Heterosexual Characters,Living Characters,1,32264,1988,0,0,1,0,0,1,0
500165,Ray Jones ,Earth-616),Bad Characters,Green Eyes,Black Hair,Heterosexual Characters,Deceased Characters,2,33939,1992,0,1,0,1,0,0,0
239182,Killyu ,Earth-616),Bad Characters,Green Eyes,Bald,Heterosexual Characters,Living Characters,2,43533,2009,1,0,0,1,0,0,0
745833,Twit ,Android) ,Bad Characters,Violet Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,33451,1991,1,0,0,1,0,0,0
16602,Doctor Scarabeus ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,6,29007,1979,1,0,0,1,0,0,0
491353,Mara ,Eternal) ,Good Characters,,White Hair,Heterosexual Characters,Living Characters,1,26696,1973,1,0,0,1,0,0,0
323907,Mindwave ,Telepath) ,Neutral Characters,Grey Eyes,White Hair,Heterosexual Characters,Deceased Characters,5,43745,2007,1,0,0,1,0,0,0
346516,Eleanor Grey ,Earth-616),Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,,34335,1994,0,0,1,0,1,0,0
556977,Lorenzo Spencer ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,2,31321,1985,0,1,0,1,0,0,0
632862,Hoot Temple ,Earth-616),Good Characters,Black Eyes,,Heterosexual Characters,Deceased Characters,20,19968,1954,0,1,0,1,0,0,0
584647,Dragoon ,Earth-616),Good Characters,Red Eyes,No Hair,Heterosexual Characters,Deceased Characters,4,43658,2012,1,0,0,1,0,0,0
660742,Blocks ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,4,32264,1988,0,1,0,1,0,0,0
15927,Sagittarius ,LMD) ,Bad Characters,White Eyes,White Hair,Heterosexual Characters,Living Characters,12,28307,1977,1,0,0,1,0,0,0
706344,Agent 17 ,A.I.M.) ,Bad Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,,28307,1977,1,0,0,0,1,0,0
306781,Frederick Hudson II ,Earth-616),Neutral Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,1,43564,2009,1,0,0,1,0,0,0
2054,Monet St. Croix ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,221,34639,1994,0,0,1,0,1,0,0
45103,Network Nina ,Earth-616),Good Characters,Black Eyes,Black Hair,Heterosexual Characters,Deceased Characters,32,32782,1989,1,0,0,0,1,0,0
352673,Aracht'yr ,Earth-616),Bad Characters,Red Eyes,No Hair,Heterosexual Characters,Living Characters,,28764,1978,1,0,0,1,0,0,0
68005,Colin Snewing ,Earth-616),Good Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,12,33055,1990,1,0,0,1,0,0,0
264443,Ouranos ,Earth-616),Neutral Characters,Variable Eyes,Variable Hair,Heterosexual Characters,Living Characters,3,43624,2008,0,1,0,1,0,0,0
604042,Iraina ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,30437,1983,0,1,0,0,1,0,0
298280,Slitherogue ,Earth-616),Bad Characters,Grey Eyes,Black Hair,Heterosexual Characters,Living Characters,4,27820,1976,0,1,0,1,0,0,0
16068,Desmond Kline ,Earth-616),Neutral Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,2,34335,1994,0,1,0,1,0,0,0
48212,Ezili ,Earth-616),Good Characters,Green Eyes,Auburn Hair,Heterosexual Characters,Living Characters,1,32994,1990,0,1,0,0,1,0,0
57335,Khairi Ngala ,Earth-616),Bad Characters,Violet Eyes,Grey Hair,Heterosexual Characters,Living Characters,4,34182,1993,1,0,0,1,0,0,0
1130,Elizabeth Ross ,Earth-616),Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,446,22767,1962,0,1,0,0,1,0,0
343148,Veeda Leebre ,Earth-616),Neutral Characters,White Eyes,No Hair,Heterosexual Characters,Living Characters,2,35156,1996,0,1,0,1,0,0,0
19594,John Carik ,Earth-616),Good Characters,Blue Eyes,Blond Hair,Heterosexual Characters,Living Characters,7,34516,1994,0,1,0,1,0,0,0
489487,Wing ,Chaste) ,Bad Characters,Brown Eyes,Variable Hair,Heterosexual Characters,Living Characters,2,33482,1991,0,1,0,1,0,0,0
477868,King Thamos ,Earth-616),Bad Characters,Black Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,1,31656,1986,0,1,0,1,0,0,0
471132,Douglas MacArthur ,Earth-616),Good Characters,Grey Eyes,Black Hair,Heterosexual Characters,Living Characters,4,15401,1942,0,1,0,1,0,0,0
16313,Carver ,Morlock) ,Good Characters,Green Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,36861,2000,0,1,0,1,0,0,0
279951,Samson ,Morlock) ,Bad Characters,Violet Eyes,Pink Hair,Heterosexual Characters,Deceased Characters,1,33025,1990,1,0,0,1,0,0,0
553321,Daramulum ,Earth-616),Neutral Characters,Violet Eyes,Black Hair,Heterosexual Characters,Living Characters,,43717,2009,1,0,0,1,0,0,0
1363,Fabian Cortez ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,49,33512,1991,0,1,0,1,0,0,0
536517,Bernard Finn ,Earth-616),Good Characters,Black Eyes,Grey Hair,Heterosexual Characters,Deceased Characters,4,31321,1985,0,0,1,1,0,0,0
249899,Alan Trent ,Earth-616),Bad Characters,Green Eyes,Grey Hair,Heterosexual Characters,Living Characters,1,34001,1993,0,1,0,1,0,0,0
302466,Marianne Waters ,Earth-616),Good Characters,Brown Eyes,Blond Hair,Heterosexual Characters,Living Characters,1,33817,1992,0,1,0,0,1,0,0
451556,Alec Wright ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,15036,1941,0,0,1,1,0,0,0
301938,Frankenstein's Monster ,Robot) ,Good Characters,Blue Eyes,No Hair,Heterosexual Characters,Deceased Characters,,24838,1968,1,0,0,0,1,0,0
292780,Henry McCoy ,Skrull) ,Bad Characters,Green Eyes,No Hair,Heterosexual Characters,Deceased Characters,8,43624,2008,1,0,0,1,0,0,0
456720,Seiji Ashida ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,43470,2005,0,1,0,1,0,0,0
491358,Rachel Dandridge ,Earth-616),Neutral Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,4,27273,1974,0,1,0,0,1,0,0
685691,Dark ,Soldiers of Misfortune) ,Bad Characters,Black Eyes,No Hair,Heterosexual Characters,Living Characters,5,34669,1994,1,0,0,0,1,0,0
247207,Harvey Jessup ,Earth-616),Bad Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Living Characters,2,31625,1986,0,1,0,1,0,0,0
28500,D'narda ,Earth-616),Bad Characters,Green Eyes,Red Hair,Heterosexual Characters,Living Characters,,43742,2004,1,0,0,0,1,0,0
16877,Pixie ,Morlocks) ,Neutral Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,33239,1991,1,0,0,0,1,0,0
497649,Black Snake ,Earth-616),Bad Characters,Black Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,1,16193,1944,1,0,0,1,0,0,0
2678,Kamuu ,Ancient Atlantis) ,Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,8,26816,1973,0,0,1,1,0,0,0
473775,Rudolf Parsons ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,15462,1942,1,0,0,1,0,0,0
554030,Calico Kid ,Earth-616),Bad Characters,Yellow Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,1,17989,1949,0,1,0,1,0,0,0
660481,Shri ,Earth-616),Good Characters,Black Eyes,Black Hair,Heterosexual Characters,Living Characters,4,32264,1988,0,1,0,0,1,0,0
437714,Neil Streich ,Earth-616),Neutral Characters,Brown Eyes,Variable Hair,Heterosexual Characters,Living Characters,5,43558,2003,0,1,0,1,0,0,0
18219,Squire ,Earth-616),Good Characters,Violet Eyes,Red Hair,Heterosexual Characters,Deceased Characters,1,36586,2000,1,0,0,1,0,0,0
92126,Gilbert Vaughn ,Earth-616),Good Characters,No Eyes,Blond Hair,Heterosexual Characters,Deceased Characters,14,32782,1989,0,1,0,1,0,0,0
282575,Trojak ,Earth-616),Good Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Living Characters,5,14642,1940,1,0,0,1,0,0,0
1629,Gary Gilbert ,Earth-616),Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,26,25750,1970,1,0,0,1,0,0,0
418167,Satellite ,Earth-616),Bad Characters,Black Eyes,No Hair,Heterosexual Characters,Living Characters,1,35034,1995,0,0,1,1,0,0,0
1379,Crusher ,Agent of Pluto) ,Bad Characters,Yellow Eyeballs,Black Hair,Heterosexual Characters,Living Characters,2,24289,1966,1,0,0,1,0,0,0
329230,Jubilee ,Darla) ,Good Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,4,31382,1985,1,0,0,0,1,0,0
127310,Termagaira ,Earth-616),Bad Characters,Green Eyes,Black Hair,Heterosexual Characters,Living Characters,6,32264,1988,1,0,0,1,0,0,0
1997,Jackson Arvad ,Earth-616),Neutral Characters,White Eyes,Blond Hair,Heterosexual Characters,Living Characters,33,28216,1977,0,1,0,1,0,0,0
6190,Adora ,Clone) ,Neutral Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,,34274,1993,1,0,0,0,1,0,0
692048,Sara Harrington ,Earth-616),Bad Characters,Blue Eyes,Red Hair,Heterosexual Characters,Living Characters,1,34182,1993,0,1,0,0,1,0,0
243190,Maa-Gor ,Earth-616),Bad Characters,Brown Eyes,Variable Hair,Heterosexual Characters,Living Characters,17,23802,1965,0,1,0,1,0,0,0
536141,Doctor Demise ,Earth-616),Bad Characters,Yellow Eyeballs,Black Hair,Heterosexual Characters,Living Characters,1,17777,1948,0,1,0,0,1,0,0
561062,Laline Ortega ,Earth-616),Good Characters,Yellow Eyes,Black Hair,Heterosexual Characters,Living Characters,3,43470,2005,0,1,0,0,1,0,0
282901,Zalme ,Earth-616),Neutral Characters,Yellow Eyes,Black Hair,Heterosexual Characters,Living Characters,1,30682,1984,1,0,0,1,0,0,0
18755,Jorro ,Earth-616),Bad Characters,Grey Eyes,No Hair,Heterosexual Characters,Deceased Characters,5,31199,1985,0,1,0,1,0,0,0
670464,Chronodon ,Legion Personality) ,Neutral Characters,Black Eyes,No Hair,Heterosexual Characters,Living Characters,1,43509,2013,1,0,0,1,0,0,0
2251,Peter Quinn ,Earth-616),Bad Characters,White Eyes,Bald,Heterosexual Characters,Deceased Characters,25,28430,1977,1,0,0,1,0,0,0
35497,Noah Burstein ,Earth-616),Good Characters,Violet Eyes,No Hair,Heterosexual Characters,Living Characters,41,26451,1972,0,0,1,1,0,0,0
473821,Admiral Leeds ,Earth-616),Good Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,3,15281,1941,0,1,0,1,0,0,0
466869,Mister Falton ,Earth-616),Bad Characters,Brown Eyes,White Hair,Heterosexual Characters,Deceased Characters,1,15311,1941,1,0,0,1,0,0,0
507257,K'illace ,Earth-616),Good Characters,White Eyes,Brown Hair,Heterosexual Characters,Living Characters,,35400,1996,0,1,0,1,0,0,0
495852,Ioakim Koblev ,Earth-616),Bad Characters,White Eyes,White Hair,Heterosexual Characters,Living Characters,2,32264,1988,1,0,0,1,0,0,0
558325,Kristine Calverly ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Living Characters,,35400,1996,1,0,0,0,1,0,0
240586,Piotr Rasputin ,Doppelganger) ,Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Living Characters,3,33756,1992,1,0,0,1,0,0,0
501027,Maxie Murdock ,Earth-616),Bad Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,1,16316,1944,1,0,0,1,0,0,0
456523,Eddie ,Earth-616),Good Characters,Grey Eyes,Black Hair,Heterosexual Characters,Living Characters,1,33178,1990,0,1,0,1,0,0,0
4384,Sturdevant Robbins ,Earth-616),Good Characters,Yellow Eyes,Variable Hair,Heterosexual Characters,Living Characters,3,33573,1991,1,0,0,1,0,0,0
9812,Gianna Esperanza ,Earth-616),Bad Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,5,36220,1999,1,0,0,0,1,0,0
492045,Four-Armed Men ,Earth-616),Bad Characters,Hazel Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,22616,1961,1,0,0,1,0,0,0
522100,Mother ,Earth-616),Neutral Characters,White Eyes,White Hair,Heterosexual Characters,Living Characters,4,43710,2002,1,0,0,0,1,0,0
431234,Tan ,Earth-616),Neutral Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,43476,2011,0,0,1,1,0,0,0
709890,Fuel ,Habit Heroes) ,Good Characters,Brown Eyes,Bald,Heterosexual Characters,Living Characters,1,32264,1988,1,0,0,1,0,0,0
506734,Rowkis ,Earth-616),Bad Characters,Brown Eyes,Purple Hair,Heterosexual Characters,Living Characters,5,43587,2002,1,0,0,1,0,0,0
83768,Albert DeVoor ,Earth-616),Neutral Characters,Brown Eyes,White Hair,Heterosexual Characters,Living Characters,5,27576,1975,0,0,1,1,0,0,0
16304,Clearcut ,Earth-616),Bad Characters,Blue Eyes,Red Hair,Heterosexual Characters,Living Characters,2,35431,1997,1,0,0,1,0,0,0
79459,Margaret Slade ,Earth-616),Good Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Deceased Characters,3,43591,2006,1,0,0,0,1,0,0
35488,Magda Eisenhardt ,Earth-616),Good Characters,Blue Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,22,29068,1979,0,0,1,0,1,0,0
628045,Colonel Corey ,Earth-616),Good Characters,Blue Eyes,Grey Hair,Heterosexual Characters,Living Characters,2,19876,1954,0,1,0,1,0,0,0
18369,Kenjiro Sasaki ,Earth-616),Bad Characters,Violet Eyes,Brown Hair,Heterosexual Characters,Living Characters,3,33359,1991,1,0,0,1,0,0,0
485324,Captain Kessler ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,1,15766,1943,0,1,0,1,0,0,0
4678,Timothy Carney ,Earth-616),Good Characters,,Brown Hair,Heterosexual Characters,Deceased Characters,8,36586,2000,1,0,0,1,0,0,0
16864,Harry Pizer ,Earth-616),Good Characters,Yellow Eyeballs,Green Hair,Heterosexual Characters,Deceased Characters,1,34881,1995,1,0,0,1,0,0,0
666121,Malcolm Little ,Skrull) ,Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,2,43473,2008,0,1,0,1,0,0,0
501276,Rico Lazar ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,1,34090,1993,0,1,0,1,0,0,0
454679,Carrie ,Earth-616),Good Characters,Green Eyes,Grey Hair,Heterosexual Characters,Living Characters,3,43742,2004,1,0,0,0,1,0,0
343625,Richard Barnes ,Heroes Reborn) ,Good Characters,Yellow Eyeballs,Brown Hair,Heterosexual Characters,Living Characters,2,35370,1996,0,1,0,1,0,0,0
70748,Ivan Carmichael ,Earth-616),Good Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,3,27515,1975,0,1,0,1,0,0,0
440113,Phil Panasci ,Earth-616),Bad Characters,Hazel Eyes,Black Hair,Heterosexual Characters,Living Characters,7,29799,1981,0,1,0,1,0,0,0
546497,Rambu ,Earth-616),Good Characters,White Eyes,Black Hair,Heterosexual Characters,Deceased Characters,,27942,1976,0,1,0,1,0,0,0
2674,Ramon de Rico ,Earth-616),Bad Characters,Brown Eyes,Brown Hair,Heterosexual Characters,Deceased Characters,9,27485,1975,1,0,0,1,0,0,0
20509,William Scott ,Earth-616),Bad Characters,Blue Eyes,Black Hair,Heterosexual Characters,Deceased Characters,3,29860,1981,0,1,0,1,0,0,0
240581,Ororo Munroe ,Doppelganger) ,Bad Characters,Black Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,33848,1992,1,0,0,0,1,0,0
244808,Mana Yanowa ,Earth-616),Bad Characters,Brown Eyes,Black Hair,Heterosexual Characters,Living Characters,7,43590,2005,0,0,1,0,1,0,0
35900,Michael Stockton ,Earth-616),Bad Characters,Blue Eyes,Bald,Heterosexual Characters,Living Characters,16,26481,1972,1,0,0,1,0,0,0
1299,Margaret Carter ,Earth-616),Good Characters,Blue Eyes,White Hair,Heterosexual Characters,Deceased Characters,97,24167,1966,0,1,0,0,1,0,0
746411,Cossack ,Earth-616),Bad Characters,Magenta Eyes,Brown Hair,Heterosexual Characters,Living Characters,1,31138,1985,1,0,0,1,0,0,0
